BOROUGH,LATITUDE,LONGITUDE,HOUR,DAY_OF_WEEK,MONTH,IS_WEEKEND,IS_RUSH_HOUR,CONTRIBUTING FACTOR VEHICLE 1,VEHICLE TYPE CODE 1,TARGET
QUEENS,40.749416,-73.86739,22,4,4,0,0,Driver Inattention/Distraction,ELECT,0
MANHATTAN,40.839626,-73.940834,14,3,11,0,0,Backing Unsafely,Sedan,0
BROOKLYN,40.66254,-73.910866,11,5,9,1,0,Driver Inattention/Distraction,Sedan,0
,40.868473,-73.842415,0,0,10,0,0,Unsafe Speed,Sedan,0
QUEENS,40.74641,-73.95031,20,5,12,1,0,Failure to Yield Right-of-Way,Sedan,0
QUEENS,40.75379,-73.915474,9,5,2,1,1,Failure to Yield Right-of-Way,Bike,1
,40.703434,-73.96035,17,1,11,0,1,Unspecified,Station Wagon/Sport Utility Vehicle,0
BRONX,40.846657,-73.89619,16,4,6,0,1,Failure to Yield Right-of-Way,4 dr sedan,0
,,,20,0,8,0,0,Unspecified,PASSENGER VEHICLE,1
BROOKLYN,40.628593,-73.90575,9,5,7,1,1,Failure to Yield Right-of-Way,Pick-up Truck,0
BRONX,40.8319666,-73.8966906,21,0,12,0,0,Traffic Control Disregarded,UNKNOWN,0
BROOKLYN,40.615414,-73.96144,12,1,1,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Sedan,0
BRONX,40.808807,-73.9107,7,3,2,0,1,Unspecified,Station Wagon/Sport Utility Vehicle,0
MANHATTAN,40.7146779,-74.005887,15,5,3,1,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0
MANHATTAN,40.74715,-73.985504,15,3,9,0,0,Unspecified,Bike,1
MANHATTAN,40.7219679,-74.0082326,17,2,2,0,1,Failure to Yield Right-of-Way,SPORT UTILITY / STATION WAGON,0
BROOKLYN,40.6638,-73.882675,22,3,9,0,0,Failure to Yield Right-of-Way,,0
QUEENS,40.777264,-73.77768,13,3,1,0,0,Driver Inattention/Distraction,Sedan,0
BRONX,40.858994,-73.90573,11,4,7,0,0,Backing Unsafely,Taxi,0
,40.69603,-73.943535,16,1,8,0,1,Driver Inattention/Distraction,Bike,1
BROOKLYN,40.67392,-73.91012,13,4,7,0,0,Traffic Control Disregarded,Sedan,1
BROOKLYN,40.7140707,-73.9543399,3,3,11,0,0,Unspecified,TAXI,1
QUEENS,40.7434822,-73.9214796,7,2,6,0,1,Traffic Control Disregarded,PASSENGER VEHICLE,1
QUEENS,40.7880351,-73.8456563,9,4,1,0,1,Failure to Yield Right-of-Way,PASSENGER VEHICLE,0
BRONX,40.813313,-73.92288,7,1,2,0,1,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Sedan,1
QUEENS,40.7549751,-73.9310563,13,1,8,0,0,Unspecified,SPORT UTILITY / STATION WAGON,1
QUEENS,40.71204,-73.73645,18,4,11,0,1,Driver Inattention/Distraction,Sedan,0
BROOKLYN,40.637108,-73.89338,18,2,3,0,1,Unspecified,Sedan,0
BRONX,40.839985,-73.877426,19,1,2,0,0,Driver Inattention/Distraction,Sedan,0
BROOKLYN,40.666374,-73.88321,19,1,5,0,0,View Obstructed/Limited,Sedan,0
MANHATTAN,40.7101656,-74.0042527,16,0,1,0,1,Driver Inattention/Distraction,OTHER,0
BRONX,40.826656,-73.87389,5,1,6,0,0,Unsafe Speed,Bike,1
MANHATTAN,40.74155,-73.98958,18,3,9,0,1,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.6963525,-73.940706,17,0,8,0,1,Unspecified,SPORT UTILITY / STATION WAGON,0
BROOKLYN,40.6661692,-73.9888076,16,1,2,0,1,Unspecified,SMALL COM VEH(4 TIRES) ,1
BROOKLYN,40.61307,-73.957954,14,2,3,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,1
,40.748356,-74.00369,19,6,9,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Bike,1
MANHATTAN,40.79144,-73.97599,18,2,7,0,1,Driver Inattention/Distraction,Sedan,1
,40.839867,-73.94064,10,6,9,1,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,1
,,,17,6,1,1,1,Brakes Defective,AMBULANCE,0
,40.73359,-74.00735,19,2,1,0,0,Failure to Yield Right-of-Way,Sedan,0
QUEENS,40.676693,-73.74221,16,3,4,0,1,Driver Inattention/Distraction,Sedan,0
BROOKLYN,40.608353,-73.99078,12,4,12,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1
QUEENS,40.70953,-73.7964,17,4,11,0,1,Unspecified,Bus,0
QUEENS,40.668026,-73.78108,1,5,3,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.674397,-73.896515,0,1,6,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.71196,-73.9407,22,6,9,1,0,Traffic Control Disregarded,Station Wagon/Sport Utility Vehicle,1
,40.669228,-73.8962,14,5,7,1,0,Driver Inattention/Distraction,Bike,1
QUEENS,40.7128,-73.90358,5,0,5,0,0,Driver Inattention/Distraction,,0
MANHATTAN,40.7238826,-73.9820839,8,1,10,0,1,Unspecified,SPORT UTILITY / STATION WAGON,1
,40.746555,-73.82621,15,2,10,0,0,Unspecified,Sedan,0
,,,11,2,2,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.677547,-73.99138,16,1,4,0,1,Unspecified,Station Wagon/Sport Utility Vehicle,0
,,,2,2,6,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0
QUEENS,40.705505,-73.78885,4,3,4,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
BRONX,40.858707,-73.9037,22,3,3,0,0,Turning Improperly,Station Wagon/Sport Utility Vehicle,0
,40.714264,-73.980934,13,6,9,1,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,1
BROOKLYN,,,14,6,6,1,0,Aggressive Driving/Road Rage,Sedan,0
BROOKLYN,40.701103,-73.922386,10,0,9,0,0,Backing Unsafely,Bike,1
MANHATTAN,40.864235,-73.9209,13,3,10,0,0,Driver Inattention/Distraction,Sedan,0
,40.80202,-73.94969,0,3,7,0,0,Driver Inattention/Distraction,Bike,1
,40.821262,-73.94608,0,4,8,0,0,Driver Inattention/Distraction,Bike,1
MANHATTAN,40.76238,-73.98824,18,3,9,0,1,Traffic Control Disregarded,Sedan,1
MANHATTAN,40.7244,-73.9818,21,1,3,0,0,Failure to Yield Right-of-Way,Taxi,0
QUEENS,40.73515,-73.93589,18,4,8,0,1,Passing or Lane Usage Improper,Station Wagon/Sport Utility Vehicle,0
BRONX,40.8482215,-73.8831183,12,2,3,0,0,Unspecified,PASSENGER VEHICLE,0
,40.68723,-73.941795,20,5,3,1,0,Unspecified,Pick-up Truck,0
BRONX,40.875546,-73.88842,5,1,3,0,0,Following Too Closely,Station Wagon/Sport Utility Vehicle,1
BROOKLYN,40.70335,-73.94755,19,3,3,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
MANHATTAN,40.72388,-73.996956,20,1,8,0,0,Driver Inattention/Distraction,Sedan,0
BROOKLYN,40.63878,-73.98322,11,2,12,0,0,Failure to Yield Right-of-Way,Sedan,0
MANHATTAN,40.715668,-73.97907,15,4,5,0,0,Driver Inattention/Distraction,Sedan,1
MANHATTAN,40.78326,-73.95074,12,1,4,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1
,,,19,1,1,0,0,Unspecified,UNKNOWN,0
BROOKLYN,40.675194,-73.87822,20,5,6,1,0,Unspecified,Sedan,0
STATEN ISLAND,40.60109,-74.09284,19,0,12,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.650944,-73.91413,17,1,8,0,1,Unspecified,Sedan,0
BROOKLYN,40.63544,-73.9791136,19,1,3,0,0,Unspecified,PASSENGER VEHICLE,1
QUEENS,40.678852,-73.834114,19,6,2,1,0,Aggressive Driving/Road Rage,Sedan,0
MANHATTAN,40.7491,-73.99201,15,2,3,0,0,Unspecified,Sedan,1
,40.700104,-73.94726,17,1,6,0,1,,,0
MANHATTAN,40.782898,-73.97812,14,4,9,0,0,Unspecified,Sedan,0
MANHATTAN,40.774934,-73.9447664,20,6,10,1,0,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,1
MANHATTAN,40.76258,-74.0004,22,4,6,0,0,Unspecified,,0
BROOKLYN,40.6979035,-73.9467957,20,5,1,1,0,Unspecified,PASSENGER VEHICLE,0
QUEENS,40.7185,-73.73531,17,4,4,0,1,Turning Improperly,Sedan,0
BROOKLYN,40.6541334,-73.9123297,15,5,3,1,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0
BROOKLYN,40.7073911,-73.9505284,19,6,2,1,0,Unspecified,UNKNOWN,0
,40.75967,-73.92725,18,5,2,1,1,Unspecified,Sedan,0
MANHATTAN,40.758743,-73.96863,8,1,6,0,1,Failure to Yield Right-of-Way,Box Truck,1
QUEENS,40.6789705,-73.7598389,17,0,11,0,1,Driver Inattention/Distraction,PASSENGER VEHICLE,1
BROOKLYN,40.715927,-73.957634,19,2,1,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
BRONX,40.8097,-73.90304,22,2,7,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.70071,-73.81515,8,5,12,1,1,Driver Inattention/Distraction,Sedan,0
BRONX,40.80612,-73.91796,2,0,7,0,0,Unspecified,,0
BROOKLYN,40.689297,-73.93033,7,3,2,0,1,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
,40.594425,-73.995316,17,1,12,0,1,Unspecified,Station Wagon/Sport Utility Vehicle,0
MANHATTAN,40.7986553,-73.9614766,22,1,8,0,0,Unspecified,TAXI,0
BROOKLYN,40.6543,-74.00098,17,5,9,1,1,Driver Inattention/Distraction,Sedan,1
QUEENS,40.748802,-73.75655,19,3,8,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
MANHATTAN,40.7210251,-73.9810854,17,0,4,0,1,Unspecified,TAXI,0
BRONX,40.8162619,-73.9141971,17,0,7,0,1,Unspecified,PASSENGER VEHICLE,0
MANHATTAN,40.7535244,-73.9945354,8,5,2,1,1,Driver Inattention/Distraction,LARGE COM VEH(6 OR MORE TIRES),0
,40.74357,-73.992325,9,5,11,1,1,Driver Inattention/Distraction,Sedan,0
BROOKLYN,40.688786,-73.98358,13,4,7,0,0,Unspecified,Sedan,0
BROOKLYN,40.596615,-73.97652,10,3,1,0,0,Failure to Yield Right-of-Way,Sedan,0
BRONX,40.80682,-73.91749,14,0,7,0,0,Unspecified,Bike,1
MANHATTAN,40.79378,-73.945175,13,6,6,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Taxi,1
QUEENS,40.7451772,-73.9372593,10,0,3,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0
BROOKLYN,40.605278,-73.98114,18,1,11,0,1,Failure to Yield Right-of-Way,Sedan,0
QUEENS,40.762756,-73.82261,19,6,1,1,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.7277946,-73.9372432,9,3,5,0,1,Backing Unsafely,OTHER,0
QUEENS,40.7703076,-73.9190002,18,0,11,0,1,Failure to Yield Right-of-Way,SPORT UTILITY / STATION WAGON,1
QUEENS,40.72416,-73.754974,7,6,5,1,1,Unspecified,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.6803904,-73.949557,21,4,8,0,0,Unspecified,BICYCLE,1
QUEENS,40.763416,-73.92844,12,5,11,1,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.730965,-73.846,19,3,9,0,0,Backing Unsafely,Sedan,0
QUEENS,40.7432641,-73.9196285,8,4,1,0,1,Glare,PASSENGER VEHICLE,0
QUEENS,40.689953,-73.826,3,5,11,1,0,Traffic Control Disregarded,,0
QUEENS,40.678077,-73.7260101,16,1,2,0,1,Unspecified,UNKNOWN,0
,40.83228,-73.90963,11,0,9,0,0,Traffic Control Disregarded,Sedan,1
,40.826088,-73.93584,21,6,11,1,0,Failure to Yield Right-of-Way,,0
,0.0,0.0,6,2,4,0,0,Turning Improperly,Sedan,1
BROOKLYN,40.679748,-73.92865,15,4,6,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0
QUEENS,40.69883,-73.82072,22,2,10,0,0,Unspecified,Sedan,0
BRONX,40.861404,-73.87059,16,1,10,0,1,Failure to Yield Right-of-Way,Sedan,0
BROOKLYN,40.6501081,-73.9302061,12,5,12,1,0,Unspecified,PASSENGER VEHICLE,0
MANHATTAN,40.8228364,-73.9419157,16,2,6,0,1,Prescription Medication,UNKNOWN,1
,,,14,5,8,1,0,Unspecified,Bike,1
QUEENS,40.689095,-73.84047,13,5,11,1,0,Failure to Yield Right-of-Way,Sedan,0
QUEENS,40.734295,-73.85031,8,3,9,0,1,Failure to Yield Right-of-Way,Sedan,0
QUEENS,40.7440316,-73.8586815,19,6,8,1,0,Unspecified,SPORT UTILITY / STATION WAGON,0
MANHATTAN,40.769306,-73.984695,12,5,10,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Taxi,1
BROOKLYN,40.669186,-73.93839,16,3,11,0,1,Driver Inattention/Distraction,Sedan,0
MANHATTAN,40.8212629,-73.9460792,3,2,11,0,0,Unspecified,PASSENGER VEHICLE,1
MANHATTAN,40.835308,-73.94398,14,4,10,0,0,Unspecified,,0
BROOKLYN,40.6728262,-73.9390758,15,4,1,0,0,Driver Inattention/Distraction,PASSENGER VEHICLE,0
QUEENS,40.71405,-73.77801,17,4,4,0,1,Failure to Yield Right-of-Way,Sedan,0
BRONX,40.8860779,-73.9024979,16,4,3,0,1,Unspecified,PASSENGER VEHICLE,0
MANHATTAN,40.797,-73.93778,16,1,11,0,1,Unsafe Lane Changing,Taxi,1
QUEENS,40.737904,-73.80469,21,6,12,1,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.65505,-73.95631,17,0,6,0,1,Backing Unsafely,Sedan,0
BROOKLYN,40.670357,-73.98872,9,0,9,0,1,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1
QUEENS,40.76034,-73.83212,7,1,8,0,1,Backing Unsafely,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.7555143,-73.8202994,2,0,10,0,0,Failure to Yield Right-of-Way,PASSENGER VEHICLE,1
BRONX,40.889126,-73.843994,21,4,7,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.7124417,-73.894019,18,2,12,0,1,Unspecified,PASSENGER VEHICLE,0
BROOKLYN,40.69958,-73.94136,17,1,11,0,1,Driver Inattention/Distraction,Sedan,0
,,,20,1,10,0,0,Unspecified,VAN,1
BROOKLYN,40.6298704,-73.976997,16,4,10,0,1,Driver Inattention/Distraction,VAN,0
BRONX,40.839596,-73.86957,16,1,12,0,1,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1
BROOKLYN,40.635494,-74.00956,17,1,9,0,1,Unspecified,Moped,0
BROOKLYN,40.606346,-73.95273,20,1,11,0,0,Failure to Yield Right-of-Way,Sedan,0
QUEENS,40.7011,-73.84156,0,5,10,1,0,Following Too Closely,E-Bike,1
BROOKLYN,40.624893,-73.984406,14,2,3,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Station Wagon/Sport Utility Vehicle,1
QUEENS,40.68226,-73.85088,0,6,5,1,0,Passing or Lane Usage Improper,Sedan,1
BRONX,40.88144,-73.84875,21,1,5,0,0,Traffic Control Disregarded,Station Wagon/Sport Utility Vehicle,1
BROOKLYN,40.6035803,-73.9563529,18,3,12,0,1,Failure to Yield Right-of-Way,SPORT UTILITY / STATION WAGON,0
QUEENS,40.764263,-73.77134,21,3,3,0,0,Failure to Yield Right-of-Way,Sedan,0
QUEENS,40.75437,-73.70739,0,6,12,1,0,Failure to Yield Right-of-Way,Sedan,0
,40.70665,-73.95042,3,6,11,1,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,1
,40.76663,-73.89605,4,3,11,0,0,Passing Too Closely,Sedan,0
,40.73988,-73.99872,17,0,7,0,1,Unspecified,Station Wagon/Sport Utility Vehicle,0
,40.70028,-73.941154,21,0,5,0,0,Traffic Control Disregarded,Bike,1
BROOKLYN,40.58667,-73.96615,17,3,1,0,1,Driver Inattention/Distraction,Sedan,0
BROOKLYN,40.62392,-73.9216,16,1,8,0,1,Driver Inattention/Distraction,Sedan,0
MANHATTAN,40.76812,-73.95886,16,2,7,0,1,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.723366,-73.95055,16,0,3,0,1,Turning Improperly,Sedan,1
BRONX,40.8075593,-73.9192258,18,3,5,0,1,Prescription Medication,SPORT UTILITY / STATION WAGON,0
BROOKLYN,40.657665,-74.00093,20,0,10,0,0,Failure to Yield Right-of-Way,Sedan,1
QUEENS,40.6764,-73.741325,20,4,4,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.762924,-73.79987,9,2,6,0,1,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
BRONX,40.8777279,-73.8592761,16,3,10,0,1,Unspecified,UNKNOWN,0
BROOKLYN,40.680015,-73.8774282,17,0,12,0,1,Unspecified,VAN,0
BROOKLYN,40.610523,-74.00806,8,4,9,0,1,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.619915,-74.01143,14,1,12,0,0,Failure to Yield Right-of-Way,Sedan,0
BRONX,40.832359,-73.8276769,18,2,11,0,1,Unspecified,PASSENGER VEHICLE,0
QUEENS,40.68246,-73.830025,18,0,6,0,1,Failure to Yield Right-of-Way,Bike,1
BROOKLYN,40.59938,-73.9514,7,3,5,0,1,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.77021,-73.870636,5,3,5,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pick-up Truck,0
BRONX,40.813614,-73.915726,18,6,9,1,1,Traffic Control Disregarded,Bike,1
BROOKLYN,40.72531,-73.95755,14,4,6,0,0,Driver Inattention/Distraction,Bike,1
,,,7,4,5,0,1,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,0
QUEENS,40.762566,-73.81859,17,4,3,0,1,Glare,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.657516,-73.976166,14,0,4,0,0,Unspecified,Bike,1
BRONX,40.816307,-73.90806,7,0,9,0,1,Unspecified,Box Truck,0
BROOKLYN,,,10,3,7,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.70259,-73.89521,17,0,6,0,1,Unspecified,Sedan,0
MANHATTAN,40.7359879,-73.9894563,16,1,11,0,1,Failure to Yield Right-of-Way,TAXI,1
STATEN ISLAND,40.643497,-74.07418,16,6,7,1,1,Driver Inattention/Distraction,Sedan,0
STATEN ISLAND,40.626606,-74.076256,15,4,4,0,0,Unspecified,Sedan,0
,40.563915,-74.11637,15,0,4,0,0,Failure to Yield Right-of-Way,Pick-up Truck,1
,40.827343,-73.94279,3,2,8,0,0,Driver Inattention/Distraction,Bike,1
BROOKLYN,40.682114,-73.95367,21,3,12,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
,40.822456,-73.92692,18,5,3,1,1,Unspecified,Taxi,0
BROOKLYN,40.590332,-73.94483,14,4,11,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.5879016,-73.9895336,8,0,2,0,1,Pavement Slippery,PASSENGER VEHICLE,0
BROOKLYN,40.644855,-73.92286,15,3,5,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,1
BROOKLYN,40.610317,-73.98304,18,3,12,0,1,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
,40.713974,-73.97997,22,3,9,0,0,Alcohol Involvement,Sedan,0
QUEENS,40.74733,-73.755806,21,3,10,0,0,Failure to Yield Right-of-Way,Sedan,0
BROOKLYN,40.6707344,-73.9337245,8,4,7,0,1,,SMALL COM VEH(4 TIRES) ,0
BROOKLYN,40.64304,-73.97354,15,3,1,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
MANHATTAN,40.770415,-73.9876168,19,1,10,0,0,Failure to Yield Right-of-Way,TAXI,0
BROOKLYN,40.63063,-74.00923,13,4,12,0,0,Failure to Yield Right-of-Way,Van,0
MANHATTAN,40.773872,-73.98223,11,1,1,0,0,Driver Inattention/Distraction,Bike,0
QUEENS,40.7585944,-73.8745114,8,1,2,0,1,Unspecified,BUS,0
BROOKLYN,40.68716,-73.93588,15,0,3,0,0,,,0
BROOKLYN,40.7140707,-73.9543399,19,4,2,0,0,Unspecified,PASSENGER VEHICLE,0
BROOKLYN,40.68137,-73.94063,17,0,10,0,1,Failure to Yield Right-of-Way,Sedan,0
BROOKLYN,40.57885,-73.97215,13,6,8,1,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.711678,-73.964966,15,5,9,1,0,Failure to Yield Right-of-Way,Bike,1
,40.642174,-74.02064,0,0,1,0,0,Unspecified,Sedan,0
MANHATTAN,40.7762211,-73.9759535,6,4,12,0,0,Failure to Yield Right-of-Way,PASSENGER VEHICLE,0
,40.719204,-73.99037,22,5,11,1,0,View Obstructed/Limited,Sedan,0
BROOKLYN,40.69819,-73.96191,16,4,3,0,1,Failure to Yield Right-of-Way,Sedan,1
BROOKLYN,40.6090498,-73.970896,15,1,11,0,0,Passenger Distraction,PASSENGER VEHICLE,1
BROOKLYN,40.688713,-73.95498,8,2,1,0,1,Traffic Control Disregarded,Bike,1
MANHATTAN,40.839294,-73.93925,21,5,11,1,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
,40.84932,-73.93374,16,4,5,0,1,Failure to Yield Right-of-Way,,0
,40.778576,-73.972565,14,3,10,0,0,Driver Inattention/Distraction,Bike,1
MANHATTAN,40.7659905,-73.987123,23,1,12,0,0,Driver Inattention/Distraction,UNKNOWN,0
BRONX,40.8542947,-73.8578797,12,4,6,0,0,Unspecified,PASSENGER VEHICLE,0
BROOKLYN,40.6366356,-74.008377,11,2,11,0,0,Failure to Yield Right-of-Way,PASSENGER VEHICLE,0
BRONX,40.818226,-73.916794,18,4,12,0,1,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Sedan,1
BRONX,40.834133,-73.91664,19,1,7,0,0,Failure to Yield Right-of-Way,Sedan,0
BROOKLYN,40.667923,-73.94791,17,0,1,0,1,Following Too Closely,Sedan,1
MANHATTAN,40.74589,-73.99207,14,3,9,0,0,Driver Inexperience,Sedan,1
,40.665474,-73.9,8,4,9,0,1,,Sedan,0
MANHATTAN,40.814106,-73.94086,18,2,4,0,1,Driver Inattention/Distraction,Sedan,1
QUEENS,40.6954593,-73.8053548,7,3,5,0,1,Glare,VAN,0
BROOKLYN,40.6053581,-73.9617322,19,0,12,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0
BROOKLYN,40.63074,-73.97681,17,4,7,0,1,Turning Improperly,Station Wagon/Sport Utility Vehicle,1
MANHATTAN,40.7428118,-73.9965789,10,2,12,0,0,Failure to Yield Right-of-Way,SPORT UTILITY / STATION WAGON,0
BRONX,40.8284699,-73.8241566,12,1,1,0,0,Backing Unsafely,SPORT UTILITY / STATION WAGON,0
,40.67435,-73.906105,15,0,5,0,0,,,0
BROOKLYN,40.635868,-74.00559,22,6,11,1,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
BRONX,40.817226,-73.85078,15,2,11,0,0,Unspecified,Sedan,0
BRONX,40.831875,-73.866356,11,4,6,0,0,Other Vehicular,Station Wagon/Sport Utility Vehicle,0
MANHATTAN,40.8200975,-73.9550764,14,2,2,0,0,Failure to Yield Right-of-Way,VAN,0
BROOKLYN,40.61557,-73.99044,10,5,1,1,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
,40.688652,-73.84709,14,4,3,0,0,Failure to Yield Right-of-Way,Bus,0
BROOKLYN,40.666603,-73.87055,15,6,9,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Sedan,1
MANHATTAN,40.790997,-73.9493,14,3,9,0,0,Unspecified,Van,0
MANHATTAN,40.72709,-73.97664,0,5,6,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1
,40.766403,-73.8153,6,1,8,0,0,Failure to Yield Right-of-Way,Sedan,1
MANHATTAN,40.8185112,-73.9376454,18,3,3,0,1,Unspecified,SPORT UTILITY / STATION WAGON,0
QUEENS,,,12,5,10,1,0,Driver Inattention/Distraction,E-Scooter,0
,,,12,0,7,0,0,Failure to Yield Right-of-Way,Bike,1
BROOKLYN,40.704277,-73.933014,18,2,11,0,1,Backing Unsafely,Bike,1
,40.76197,-73.92539,17,5,6,1,1,Driver Inattention/Distraction,4 dr sedan,1
BROOKLYN,40.66237,-73.926865,20,3,4,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
,,,18,5,12,1,1,Failure to Yield Right-of-Way,,0
,40.787884,-73.84103,15,2,11,0,0,Unsafe Speed,Sedan,0
QUEENS,40.5923824,-73.7800475,22,2,9,0,0,Unspecified,SPORT UTILITY / STATION WAGON,1
,40.699024,-73.91623,14,2,9,0,0,Driver Inattention/Distraction,Sedan,1
,40.733612,-73.999565,9,1,1,0,1,Failure to Yield Right-of-Way,Taxi,0
QUEENS,40.6950136,-73.7456989,14,1,11,0,0,Pavement Slippery,PASSENGER VEHICLE,1
,40.67642,-73.94154,12,3,10,0,0,Following Too Closely,Sedan,1
,40.713795,-73.944275,8,0,7,0,1,Traffic Control Device Improper/Non-Working,Bike,1
BROOKLYN,40.62269,-73.961876,22,2,8,0,0,Unspecified,Sedan,0
MANHATTAN,40.7466186,-73.9938142,22,3,8,0,0,Unspecified,LIVERY VEHICLE,0
MANHATTAN,40.79804,-73.96003,9,3,11,0,1,View Obstructed/Limited,Sedan,0
,,,11,4,8,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0
QUEENS,40.707092,-73.89724,21,5,7,1,0,Traffic Control Disregarded,Bike,1
QUEENS,40.737156,-73.87941,12,1,7,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,1
MANHATTAN,40.84691,-73.93824,21,4,3,0,0,Driver Inattention/Distraction,Sedan,1
,,,0,0,12,0,0,Failure to Yield Right-of-Way,Sedan,0
BROOKLYN,40.6997727,-73.9829307,13,1,2,0,0,Failure to Yield Right-of-Way,UNKNOWN,0
BROOKLYN,40.625996,-73.99076,8,0,10,0,1,Driver Inattention/Distraction,Sedan,0
,,,8,2,10,0,1,Unspecified,SPORT UTILITY / STATION WAGON,0
QUEENS,40.7657317,-73.9264388,4,5,7,1,0,Unspecified,PASSENGER VEHICLE,0
BROOKLYN,40.700817,-73.95446,8,0,9,0,1,Unspecified,Sedan,0
STATEN ISLAND,40.6428925,-74.113852,20,3,7,0,0,Unspecified,SPORT UTILITY / STATION WAGON,1
MANHATTAN,40.717075,-74.006256,0,0,11,0,0,Failure to Yield Right-of-Way,Van,0
MANHATTAN,40.724148,-73.975716,0,4,5,0,0,Unspecified,Sedan,0
BROOKLYN,40.6997084,-73.9571664,20,2,8,0,0,Outside Car Distraction,TAXI,0
MANHATTAN,40.8011849,-73.9397457,11,5,1,1,0,Unspecified,PASSENGER VEHICLE,0
BROOKLYN,40.62741,-73.96569,16,0,3,0,1,Unspecified,Sedan,0
BRONX,40.84301,-73.83877,11,1,9,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
